0.0	1.0	5.00	-4.80	0.88	-1.12	1979100418	Tip
1.0	1.0	4.88	-4.80	0.88	-1.00	1979100500	Tip
2.0	1.0	4.78	-4.76	0.86	-1.00	1979100506	Tip
3.0	1.0	4.72	-4.68	0.86	-1.00	1979100512	Tip
4.0	1.0	4.70	-4.62	0.84	-1.00	1979100518	Tip
5.0	1.0	4.66	-4.54	0.82	-1.00	1979100600	Tip
6.0	1.0	4.64	-4.50	0.82	-1.00	1979100606	Tip
7.0	1.0	4.58	-4.46	0.82	-1.00	1979100612	Tip
8.0	1.0	4.54	-4.44	0.82	-1.00	1979100618	Tip
9.0	1.0	4.48	-4.46	0.82	-1.00	1979100700	Tip
10.0	1.0	4.38	-4.60	0.80	-1.00	1979100706	Tip
11.0	1.0	4.36	-4.74	0.80	-1.00	1979100712	Tip
12.0	1.0	4.50	-4.60	0.76	-1.00	1979100718	Tip
13.0	1.0	4.56	-4.46	0.70	-0.80	1979100800	Tip
14.0	1.0	4.40	-4.32	0.70	-0.80	1979100806	Tip
15.0	1.0	4.14	-4.10	0.70	-0.80	1979100812	Tip
16.0	1.0	3.86	-3.86	0.70	-0.80	1979100818	Tip
17.0	1.0	3.60	-3.60	0.60	-0.60	1979100900	Tip
18.0	1.0	3.14	-3.48	0.50	-0.60	1979100906	Tip
19.0	1.0	2.86	-3.44	0.30	-0.40	1979100912	Tip
20.0	1.0	2.68	-3.42	0.10	-0.20	1979100918	Tip
21.0	1.0	2.48	-3.36	-0.10	0.00	1979101000	Tip
22.0	1.0	2.34	-3.32	-0.20	0.20	1979101006	Tip
23.0	1.0	2.20	-3.24	-0.40	0.40	1979101012	Tip
24.0	1.0	2.04	-3.20	-0.80	0.80	1979101018	Tip
25.0	1.0	1.90	-3.16	-1.20	1.00	1979101100	Tip
26.0	1.0	1.86	-3.08	-1.30	1.20	1979101106	Tip
27.0	1.0	1.86	-2.98	-1.20	1.20	1979101112	Tip
28.0	1.0	1.76	-2.84	-1.20	1.20	1979101118	Tip
29.0	1.0	1.66	-2.72	-1.60	1.40	1979101200	Tip
30.0	1.0	1.54	-2.66	-1.80	1.60	1979101206	Tip
31.0	1.0	1.46	-2.64	-1.70	1.40	1979101212	Tip
32.0	1.0	1.38	-2.60	-1.40	1.20	1979101218	Tip
33.0	1.0	1.26	-2.66	-1.20	1.20	1979101300	Tip
34.0	1.0	1.16	-2.66	-1.20	1.20	1979101306	Tip
35.0	1.0	1.06	-2.66	-1.10	1.20	1979101312	Tip
36.0	1.0	0.98	-2.64	-0.90	1.00	1979101318	Tip
37.0	1.0	0.80	-2.60	-0.80	0.80	1979101400	Tip
38.0	1.0	0.66	-2.58	-0.80	0.80	1979101406	Tip
39.0	1.0	0.48	-2.54	-0.80	0.80	1979101412	Tip
40.0	1.0	0.34	-2.48	-0.80	0.80	1979101418	Tip
41.0	1.0	0.20	-2.40	-0.80	0.80	1979101500	Tip
42.0	1.0	0.08	-2.32	-0.80	0.80	1979101506	Tip
43.0	1.0	-0.04	-2.26	-0.80	0.80	1979101512	Tip
44.0	1.0	-0.10	-2.20	-0.70	0.60	1979101518	Tip
45.0	1.0	-0.20	-2.10	-0.70	0.60	1979101600	Tip
46.0	1.0	-0.26	-2.02	-0.60	0.60	1979101606	Tip
47.0	1.0	-0.30	-1.92	-0.60	0.60	1979101612	Tip
48.0	1.0	-0.34	-1.84	-0.50	0.40	1979101618	Tip
49.0	1.0	-0.38	-1.70	-0.50	0.40	1979101700	Tip
50.0	1.0	-0.40	-1.54	-0.40	0.40	1979101706	Tip
51.0	1.0	-0.44	-1.40	-0.40	0.20	1979101712	Tip
52.0	1.0	-0.44	-1.22	-0.40	0.20	1979101718	Tip
53.0	1.0	-0.42	-1.02	-0.20	0.00	1979101800	Tip
54.0	1.0	-0.26	-0.74	-0.20	0.00	1979101806	Tip
55.0	1.0	0.00	-0.34	-0.10	0.00	1979101812	Tip
56.0	1.0	0.40	0.08	0.00	-0.20	1979101818	Tip
57.0	1.0	1.00	0.70	0.10	-0.20	1979101900	Tip
58.0	1.0	1.64	1.30	0.10	-0.40	1979101906	Tip
59.0	1.0	2.50	2.10	0.10	-0.40	1979101912	Tip
60.0	1.0	3.24	2.88	0.00	-0.40	1979101918	Tip
61.0	1.0	3.62	3.30	-0.20	-0.20	1979102000	Tip
62.0	1.0	4.00	3.70	-0.20	-0.20	1979102006	Tip
